0.000,-0.005,0.458,0.077748,-0.025712,-0.024178,-0.013467,-109.138,-0.011,2.255,0.077428,0.133093,0.022768,
0.000,-0.005,0.458,0.077748,-0.025712,-0.024178,-0.013467,-109.138,-0.011,2.255,0.077428,0.133093,0.022768,
0.000,-0.005,0.458,0.077748,-0.025712,-0.024178,-0.013467,-109.138,-0.011,2.255,0.077428,0.133093,0.022768,
0.000,-0.005,0.458,0.077748,-0.025712,-0.024178,-0.013467,-109.138,-0.011,2.255,0.077428,0.133093,0.022768,
0.000,-0.005,0.458,0.077748,-0.025712,-0.024178,-0.013467,-109.138,-0.011,2.255,0.077428,0.133093,0.022768,
0.000,-0.005,0.458,0.077748,-0.025712,-0.024178,-0.013467,-109.138,-0.011,2.255,0.077428,0.133093,0.022768,
0.000,-0.005,0.458,0.077748,-0.025712,-0.024178,-0.013467,-109.138,-0.011,2.255,0.077428,0.133093,0.022768,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,NaN,NaN,NaN,0.000000,0.000000,0.000000,
0.000,-0.005,0.458,0.077748,-0.025712,-0.024178,-0.013467,-109.138,-0.011,2.255,0.077428,0.133093,0.022768,
0.000,-0.066,-0.018,0.059324,-0.001726,0.005842,-0.001340,-0.104,-0.283,0.022,0.059306,-0.001512,0.019109,
0.000,-0.063,-0.036,0.055979,-0.002373,0.005993,0.002247,-0.103,-0.280,-0.019,0.055970,-0.003897,0.018282,
0.000,-0.066,-0.018,0.059324,-0.001726,0.005842,-0.001340,-0.104,-0.283,0.022,0.059306,-0.001512,0.019109,
0.000,-0.063,-0.036,0.055979,-0.002373,0.005993,0.002247,-0.103,-0.280,-0.019,0.055970,-0.003897,0.018282,
0.000,-0.135,0.006,0.062421,0.000186,0.009473,-0.002842,0.014,-0.244,0.025,0.062375,-0.001422,0.016093,
0.000,-0.011,0.013,0.788313,-0.003707,-0.013085,-0.002019,537.567,-0.373,29.886,0.788301,-0.001439,-0.013844,
